cluster_id,cluster_size,cluster_content,center
707,10,isDoneWith(4) wasDoneWith(2) isDoneAt(2) wasDoneAfter(1) isDoneFollowing(1),isDoneWith
708,3,depositedIn(1) isDeposited(1) isApplied(1),isDeposited
709,16,isEffectiveFor(5) isNotEffectiveAgainst(2) isEffectiveInCounterActing(1) isMostEffectiveFor(1) isMoreEfficaciousFor(1) isAnEffectiveMethodForEvaluating(1) isEffectiveAgainst(1) isEffective(1) isMoreEffectiveFor(1) isNotEffectiveFor(1) isTheMethodFor(1),isEffectiveFor
710,28,isMeasuredBy(6) canBeMeasuredBy(4) areMeasuredBy(3) canBeMeasuredAndConvertedTo(2) shouldBeMeasured(2) isMeasuredAs(2) isByMeasuring(1) measuredIncidenceFor(1) isMeasuredFor(1) isMeasuredIn(1) isMeasuredWhen(1) canBeMeasuredWith(1) canBeMeasuredIn(1) isMeasuredAsNumberOfCasesPer(1) isMeasuredWith(1),isMeasuredWith
711,11,leadsToFormationOf(6) leadsToTheDevelopmentOf(1) helpsInFormationOf(1) degeneratesToForm(1) comeTogetherToForm(1) leadsToTheProductionOf(1),leadsToFormationOf
712,9,wasDone(6) isDone(3),wasDone
713,17,mentionsPreCarveBurnishingOn(1) willRemainAfter(1) rarelyStartAfter(1) beginsToDeclineAfter(1) eruptsBefore(1) isUsedForFollowUpAfter(1) seenAnnuallyAfter(1) isFoundAfter(1) isGeneratedOnlyAfter(1) cameToEmergencyWith(1) isTheNextStepAfter(1) rapidlyRecoverAfter(1) isNamedAfter(1) whenDamagedAfter(1) isNotGivenAfter(1) persistAfter(1) persistedAfter(1),persistedAfter
714,20,isAbnormallyHighIn(2) isVeryHigh(1) isHighWhen(1) wereMildEnoughToBe(1) isVeryHighFor(1) selectiveMediumIs(1) containsVeryLittle(1) levelIs(1) canBecomeHyperplasticIn(1) tearStrengthIsIncreasedWhen(1) doesNotLower(1) toLevelsBelow(1) isNoHeavyBodyProductFor(1) 1000Ug(1) hasHigh(1) willBeHighInCaseOf(1) statesThatSerumFerritinLessThan15MgLConfirms(1) if70(1) serumLevelsFallIn(1),isVeryHigh
715,7,complainedOfPainAndSwellingIn(3) hadPainIn(2) hasPainOn(1) complainsOfPainIn(1),complainsOfPainIn
716,6,presentedTo(6),presentedTo
717,7,areMostSpecificIn(2) hasSpecializationIn(1) isHighlySpecificFor(1) isNotSpecificFor(1) isNotSpecificOf(1) isGivenToAvoidSectioning(1),isNotSpecificFor
718,6,reportsOf(2) reportOf(1) reportsTo(1) reportsWith(1) reportsFor(1),reportsTo
719,8,areAtHigherRiskOfHaving(3) appearToBeAtHighRiskFor(1) areRiskFactorsFor(1) areAtIncreasedRiskOfHaving(1) areMostAtRiskFor(1) areAtSignificantRiskOf(1),areMostAtRiskFor
720,8,isOfConcernIn(2) concernsWith(1) isConcernedAbout(1) isConscious(1) whenComplicatedWith(1) isConcernedWith(1) isMainlyConcernedWith(1),isConcernedWith
721,5,isASeriousLifeThreateningConditionThatCanOccurInPatientsWith(3) isTheMostCommonlyUsedAnalgesicAndAntipyreticIn(1) isTheCommonestCauseOfAcuteLiverFailureIn(1),isASeriousLifeThreateningConditionThatCanOccurInPatientsWith
722,5,confirm(2) confirms(2) completes(1),confirms
723,7,containAnastomosisBetween(3) isASynovialJointBetween(1) testSignificanceOfAssociationBetween(1) isStrongAssociationBetween(1) saysAboutAorticStenosis(1),isStrongAssociationBetween
724,4,especially(2) especiallyOn(1) except(1),especially
725,2,senses(2),senses
726,10,hasCharacteristic(4) hasUniqueCharacteristics(2) hasCharacteristicFeature(2) hasAppearance(1) hasTypicalFacies(1),hasCharacteristic
727,9,becomesFilledWith(3) areFilledWith(1) areUsuallyFilledWith(1) losesBalanceWith(1) seesExpansionOfContrastFilledSpace(1) cameWithFullnessIn(1) areKilledDuring(1),areFilledWith
728,8,isRaisedIn(2) areRaisedIn(1) areBrokenDownIn(1) areRaisedBut(1) onContractionRaises(1) isRevisedIn(1) isAskedToRaise(1),areRaisedIn
729,7,frequentlyHave(2) oftenHave(2) commonlyHave(1) rarelyHave(1) regularlyUse(1),frequentlyHave
730,4,isAMajorContributorTo(1) isTheMainContributorIn(1) isTheMainContributorDuring(1) isTheMainContributorOf(1),isTheMainContributorOf
731,5,mayBeGroupedAs(3) isAPriorityGroupFor(1) affectsAgeGroup(1),isAPriorityGroupFor
732,6,haveMore(4) wouldNeedFurther(1) hasMore(1),hasMore
733,4,antagonizes(2) areRequiredToAntagonize(1) antidoteIs(1),antagonizes
734,5,wrote(2) authored(2) writes(1),wrote
735,4,occupies(2) accompanies(1) opposes(1),occupies
736,7,canAffect(3) notAffect(1) doNotAffect(1) doesNotAffect(1) willAffect(1),notAffect
737,20,isSeenWith(5) isSeenInAssociationWith(2) areSeenWith(1) wasSeenWith(1) canBeSeenWith(1) isSeenInPoisoningOf(1) areSeenWithTheUseOf(1) isSeenBecauseOf(1) canBeSeenFromNakedEyesIn(1) isVisibleWith(1) isSeenAmong(1) isShownWith(1) areSeenAssociatedWith(1) isSeatedWith(1) areLessSeenWith(1),areSeenWith
738,9,reduce(5) willReduce(1) doNotReduce(1) byReducing(1) willDramaticallyReduce(1),willReduce
739,8,isMeasurementOf(4) involvesMeasuring(1) isOfVariableSize(1) isACompositeMeasureOf(1) cannotMeasure(1),isMeasurementOf
740,9,isBeneficialIn(3) isMostBeneficialFor(1) wereBenefittedBy(1) isBeneficialFor(1) areBeneficialIn(1) isSatisfactoryIn(1) areSuccessfulIn(1),areBeneficialIn
741,7,hasHallmarkOf(2) hasHeartSize(1) givingTheAppearanceOf(1) hasEpimer(1) hasSpikeOf(1) hasHallmark(1),hasHallmarkOf
742,4,recognizes(3) recognize(1),recognize
743,9,isMadeFrom(3) areMadeFrom(2) isConstructedFrom(1) isMadeIn(1) areManufacturedFrom(1) cultureMediaIs(1),isMadeFrom
744,3,bans(3),bans
745,40,dieWithin(2) in4DayOldNeonateIs(2) generallyUses(1) theLeakIsFrom(1) offersSuperbImagingOf(1) livedOn(1) tapersItselfFrom(1) inTheGut(1) leadsToDeathBy(1) diedOf(1) reliesOn(1) hadACutIn(1) warfarinWith(1) hadLesionIn(1) diedFrom(1) diedOnTheWayTo(1) sweatGlands(1) preferToGive(1) mgso4(1) mateInTheGutOf(1) gotContaminatedWith(1) wouldBeInstructed(1) thePrimaryTarget(1) receivesProprioceptionFrom(1) toldToGive(1) chemoradiation(1) oftenBleedEasily(1) fromTheAmputationSite(1) developsInOneInEvery24000DosesOf(1) graftTakenFrom(1) rendersIt(1) generallyDiesOf(1) showHyperophyOf(1) derivesPleasureFrom(1) obtainSexualPleasureBy(1) theAte(1) gotAccidentalPrickFrom(1) weDrain(1),generallyDiesOf
746,11,develop(9) developmentIs(1) isDeveloping(1),isDeveloping
747,11,isAPartOf(5) isToDraw(1) isPatientOf(1) isAPeriod(1) isAProgrammeOf(1) isNotAPartOf(1) isAVectorOf(1),isAPartOf
748,21,canProvideUsefulDataForDiagnosisOf(3) classifiesAsProfoundHearingLoss(1) isAnUltrasoundScanThatDeterminesWhether(1) areMoreDiagnosticTo(1) doesNotExcludeTheDiagnosisOf(1) isDiagnosticOf(1) isDiagnosticIn(1) isADifferentialDiagnosisFor(1) isTheDiagnosticTestToDifferentiateBetween(1) confirmDiagnosisOf(1) isAdvisedIfDiagnosisOfEisenmengerSComplex(1) isAQuickMethodForDiagnosing(1) isASensitiveDiagnosticMarkerFor(1) areCriticalForDiagnosing(1) isADiagnosticFeatureOf(1) isPrognosticIndicatorOf(1) isImportantPrognosticSignIn(1) isPrognosticIndexFor(1) isADiagnosisFor(1),isDiagnosticOf
749,7,canDissolveInto(3) canDestroy(1) dissolves(1) dissolvesIn(1) canBeSplitInto(1),dissolvesIn
750,11,isPerformedInPregnantWomenAt(1) isOneOfTheMostAbundantSteroidHormonesIn(1) terminationOfPregnancyIsIndicatedAfter(1) usedEmbryonatedChickEggIn(1) isACommonSiteOfEctopicPregnancyIn(1) theChancesForIntactFetalSurvivalAre(1) theMostCommonElectronicFetalMonitoringFindingIs(1) canHavePregnancyTerminatedAt(1) amniocentesisReveals(1) isMostDangerousForTheBaby(1) gotPregnantFor(1),isPerformedInPregnantWomenAt
751,5,hasSd(2) hasDose(2) hasASd(1),hasSd
752,13,supply(10) supplying(2) doesNotSupply(1),supplying
753,13,isACofactorFor(4) requiresCofactors(1) isAbleToExcrete(1) actsAsAReservoirFor(1) isNotASubstrateFor(1) actsAsASubstrateFor(1) doesNotActAsASubstrateFor(1) isATechniqueFor(1) isAVirulenceFactorFor(1) isARestraintFor(1),actsAsASubstrateFor
754,9,disappearsIn(3) disappearsCompletelyIn(2) disappearsBy(1) disappear(1) disappearedOnStopping(1) willNotAppearImmediatelyButMayTake(1),disappearsIn
755,12,isRefractoryTo(2) shouldRestore(1) isUsedToRetract(1) worksByHelpingToRestore(1) helpsToRetract(1) restores(1) areAtLeast48HoursSinceRecoveryFrom(1) deriveRetentionWith(1) isToRestore(1) isRestoredWith(1) remainsRefractoryTo(1),isToRestore
756,13,isTheMostCommonCauseOf(6) isTheMostCommonPredisposingCauseOf(2) isTheMostCommonCauseAmong(1) mostCommonCauseOf(1) isTheMostProbableCauseOf(1) isTheMoreCommonCauseFor(1) isTheMostCommonCauseFor(1),isTheMostCommonCauseFor
757,6,areCharacteristicallyArrangedIn(1) areArranged(1) areArrangedEither(1) areBalancedAt(1) areAlignedParallelTo(1) areArrangedIn(1),areArranged
758,11,recommend(9) recommended(1) recommendedNow(1),recommended
759,3,ranks(2) isUsedToRank(1),ranks
760,2,carry(2),carry
761,7,isInsertedInto(3) areInsertedInto(1) isNotInsertedTo(1) isShownInserting(1) isInsertedInTheMidline(1),areInsertedInto
762,3,formsAnastomosesWith(2) emergencyLaryngectomy(1),emergencyLaryngectomy
763,7,imparts(3) mimics(2) impairs(1) object(1),imparts
764,6,ossifiesIn(5) neverGoesSlackIn(1),ossifiesIn
765,5,usuallyInvolves(3) oftenInvolves(1) doesNotInvade(1),usuallyInvolves
766,12,mustBeNoCloserThan(2) isCloseTo(2) normallyCloseOnTheirOwn(1) isNextTo(1) isNear(1) isThickestNear(1) closeTo(1) arisesCloseTo(1) isAlmost(1) correspondsCloselyTo(1),isCloseTo
767,2,belongsToSameCategory(2),belongsToSameCategory
768,11,areCalled(9) shouldBeCalled(1) haveGranulesCalled(1),shouldBeCalled
769,6,hasVariants(2) hasRootValues(1) hasRootValue(1) hasVariant(1) hasVirulenceFactors(1),hasVariant
770,12,developsCardiacArrhythmiasAfter(1) haveBloodPressuresBetween(1) isEquilibriumPressure(1) increasesBloodSupplyIn(1) isUnableToSendEnoughBloodTo(1) showsBloodIn(1) isUsedOrallyToControlBleedingIn(1) wouldHaveBloodPressureAbove(1) ofMeanSystolicBloodPressureWas(1) canKeepBloodFor(1) saysAboutMitralRegurgitation(1) bloodSamplesAreTakenToMeasure(1),haveBloodPressuresBetween
771,9,isStarted(3) wasStartedIn(2) founded(2) isStartedWith(1) startedAfterIngestionOf(1),isStarted
772,8,hasFunction(2) hasFunctions(1) doesNotHaveFunction(1) assessesTheFunctionOf(1) hasText(1) hasActivity(1) hasTwoPositions(1),hasFunction
773,6,wasAbleToTouch(1) wasNotAbleToTouch(1) isAbleToTouch(1) isNotAbleToTouch(1) isUnableToFlex(1) isUnableToInsinuateFingersBetween(1),isNotAbleToTouch
774,10,isAround(2) windsAround(1) entersTheFaceByWindingAround(1) areUsedAround(1) isOutside(1) isSurroundedBy(1) isRockingAndTwisting(1) isLessAround(1) surroundedBy(1),isAround
775,28,isTracedToHave(1) isDisplacedTo(1) isDisplacedBecauseOf(1) isUsuallyDisplacedTo(1) isSubjectedToForceInSuchAMannerThat(1) isMostDamagingIn(1) inTheObjectivePieceOf(1) isUsuallyDisplacedIn(1) isImpairedDueTo(1) isDislocated(1) isDemarcatedFrom(1) isObliteratedBecauseOf(1) thereafterIsOnlyOf(1) isPlacedAsFarAsPossibleFrom(1) isLigatedAwayFrom(1) passesMediallyBehind(1) areDifferentInThat(1) isRushedTo(1) placedTooFarAnteriorlyAndSuperiorlyIn(1) isAtTheTopOf(1) areDispersedIn(1) thePlantarResponsesAre(1) isNotAlwaysOneOf(1) isThrownForward(1) isLeftBehindIn(1) isNotBecauseOf(1) areUsuallyDisruptedIn(1) isNotLigated(1),isDisplacedBecauseOf
776,4,isAn(4),isAn
777,6,isPreparedAs(3) comePrePackagedContain(1) isPreparedFrom(1) toBePreparedAs(1),toBePreparedAs
778,10,extendsAround(2) canBeExtendedMediallyWith(1) endInTheFormOfRingsAround(1) continuedToEnlarge(1) enablesTheClinicianToBlendTheLedgeInto(1) extendsMediallyBehind(1) continuesBeyond(1) runsUpwardsAlong(1) continuingBeyond(1),continuingBeyond
779,2,compresses(2),compresses
780,5,mountAStrongAntibodyResponseAgainst(1) startsProducingAndTransferringAntibodies(1) canHaveAutoantibodiesAgainst(1) beforeAutopsyInAMedicoLegalCase(1) haveAntibodiesAgainst(1),haveAntibodiesAgainst
781,4,reflect(2) reflects(2),reflects
782,5,isInflatedDuring(2) isUnableToStopAirGoingInto(1) isInflatedToTamponade(1) floatsFreelyIn(1),isInflatedDuring
783,3,areDepressedIn(2) relaxesIn(1),areDepressedIn
784,7,hasIssued(2) shouldBeInitiated(2) shouldHaveTheirLaborInducedWhenTheyReach(1) shouldBeInitiatedWith(1) isInitiatedDueTo(1),shouldBeInitiated
785,9,assistsIn(2) takePartIn(1) participatesIn(1) helpInAdhering(1) assistsInForming(1) inAPatientWith(1) joins(1) isToAssistIn(1),assistsIn
786,10,isAt(4) isShotAt(1) isPossibleAt(1) areAt(1) articulatesAt(1) isGivenAt(1) isStatedAt(1),isAt
787,5,isTheGoldStandardSiteFor(1) providesEffectiveAssessmentOf(1) isGoldStandardTreatmentFor(1) isGoldStandardFor(1) isGoldStandardForAssessmentOf(1),isGoldStandardForAssessmentOf
788,6,isTrappedBy(2) isTetheredBy(2) isSeparatedFromPharynxAndBuccopharyngealFasciaBy(1) isTipped(1),isTetheredBy
789,8,givenWithin(1) shouldBeWithin(1) recordsOnDemandShouldBeProvidedWithin(1) shouldBeProvidedWithin(1) isUsedInConditionsWhere(1) isConditionWhere(1) shouldBeGivenWithin(1) orderedWithVerificationOf(1),shouldBeGivenWithin
790,25,replaces(3) raises(3) displaces(2) fills(2) uptakes(1) fullyRecovers(1) pushes(1) resilience(1) terminates(1) raise(1) reinforces(1) inhabits(1) repos(1) inhabit(1) repositions(1) comprises(1) repeats(1) place(1) prepares(1),repositions
791,5,isTheSecondBoneToOssify(1) boneConductionIsBetterThan(1) isFoundWithinTheBoneAtTheJunctionOf(1) taggedTheSubscapularisTendonAs(1) isAnIndependentBone(1),isTheSecondBoneToOssify
792,5,isThePredominantLipidIn(2) fattyAcidsAreBrokenDownBy(1) areThePredominantLipidsIn(1) givenProphylactically(1),isThePredominantLipidIn
793,10,areNotAlwaysRestrictedTo(1) resistantTo(1) makeThemResistantTo(1) mayBeResistantTo(1) isMostResistantTo(1) isResistantTo(1) isToResist(1) areExtremelyResistantTo(1) areResistantTo(1) isDetrimentalTo(1),areResistantTo
794,21,isUsedWhen(5) isWhen(2) usedOnlyWhen(2) isUsedToDetermine(2) usedWhenOutcomeVariable(1) usedWhen(1) areUsedWhen(1) isTheTermUsedWhen(1) shouldNotBeUsedWhen(1) isSeldomUsedNowIn(1) shouldNotBeUsedDuring(1) isUsedDuring(1) isUsedSystemicallyIn(1) whenGivenWith(1),isUsedWhen
795,4,spends(2) spares(1) pretends(1),spends
796,8,definitionOfHearingLoss(1) destroysLateHepaticStageAndLatentFormsOf(1) providesSensationOf(1) causesLossOfSensationOf(1) causesElevationOf(1) causesCleavageOf(1) causesDisplacementOf(1) causesDilatationOf(1),causesLossOfSensationOf
797,10,causesDamageTo(2) causeDamageOf(2) mutationCauses(1) isLikelyToDamage(1) damage(1) infiltrateAndDamage(1) preventsDamageOf(1) canDamage(1),causeDamageOf
798,10,areDrivenAgainst(1) isADirectContentOf(1) shouldBeDirected(1) canNotFlowDirectlyFrom(1) areDirectedAgainst(1) resultsInStraighteningOf(1) shouldBeDirectedAt(1) reachDirectlyTo(1) isADirectConsequenceOf(1) directionOfForce(1),shouldBeDirected
799,4,helpsPickUp(3) doNotTakeUp(1),helpsPickUp
800,3,isMarketedIn(3),isMarketedIn
801,9,isSuggestedBy(6) shouldSuggest(1) isDilatedThenItSuggests(1) isSuggestedFor(1),isSuggestedFor
802,4,preferred2NiForChildren10Years(1) preferredPiForChildren10Years(1) preferredPiForAdultsAndAdolescents(1) preferred2NiForAdultsAndAdolescents(1),preferredPiForAdultsAndAdolescents
803,8,hasComplaintOf(4) hasComplication(1) hasComplaintsOf(1) haveComplication(1) cameWithComplaintsOf(1),hasComplaintsOf
804,2,avoids(2),avoids
805,11,carriesFibresTo(1) sendsFibresTo(1) noFurtherFluorosis(1) givesRiseToFibresOf(1) byPuttingFingersIn(1) involvesFibersInForming(1) showsNumerousPerforationsForPassageOfFibres(1) givesSecretomotorFibersTo(1) owesToTheObliqueAngleOfTheFistulaFrom(1) focussesOn(1) sendsFibersThrough(1),carriesFibresTo
806,7,couldBe(4) couldHaveBeenGivenTo(1) couldHaveBeen(1) couldBeMadeFor(1),couldHaveBeen
807,5,isAProcessOf(2) isTheProcessOf(1) shouldNotBeUsedToProcess(1) isProcessedIn(1),isTheProcessOf
808,2,multiplyToReach(2),multiplyToReach
809,9,isCalledAs(3) isCodedAs(1) canBeGivenAs(1) shouldBeTheSameAs(1) isIdentifiedGrosslyAs(1) areNamedAs(1) willBeCorrectedAndWrittenAs(1),canBeGivenAs
810,4,attack(2) advise(2),advise
811,5,isDoneToGuide(3) isUsedClinicallyToGuide(1) shouldGuide(1),isDoneToGuide
812,2,rx(2),rx
813,5,planningToConduct(1) projectTo(1) projectsTo(1) projectsAfterDecussatingIn(1) projects(1),projectsTo
814,11,doesNotInclude(3) notIncludes(2) hasIncluded(1) includeAll(1) primarilyIncludes(1) doNotGrowProperlyIncluding(1) includesInformationOn(1) doNotInclude(1),notIncludes
815,4,pointsTowards(2) pointTo(1) pointsTo(1),pointsTo
816,2,clear(2),clear
817,1,9thEdition(1),9thEdition
818,6,areFoundOnTheSurfaceOf(1) isPresentOnSurfaceOf(1) hasSurface(1) hasDeepestLayer(1) hasAffinityForTheSurfaceOf(1) hasShape(1),hasSurface
819,6,isGivenAfterDeliveryIf(1) shouldBeDeliveredBy(1) increasesImmediatelyFollowingDelivery(1) increasesFurtherDuringLabour(1) givenAfterDeliveryIf(1) areDeliveredBy(1),givenAfterDeliveryIf
820,4,encircles(3) isEncircledBy(1),encircles
821,14,isLocatedAt(6) isLocatedOnEitherSideOf(1) isHeldAtDistanceOf(1) isLocatedMedialTo(1) isFoundApproximately1mmBelow(1) isUsefulToKnowThePositionOf(1) isLocatedAlongGreatVesselsIn(1) isLigatedNear(1) isLocatedAnatomicallyAt(1),isLocatedAt
822,16,isNecessaryFor(3) mustBePromptlyGiven(1) isNecessaryToObtain(1) mayShowPorosityIf(1) shouldBeAdjunctiveFor(1) essentialFor(1) mayNotBeNecessaryFor(1) areNecessaryFor(1) isUsuallySufficientFor(1) isNecessaryBefore(1) arePathognomonicFor(1) criteriaFor(1) isNotNecessaryIn(1) wouldBeNecessaryToContain(1),areNecessaryFor
823,3,subtends(2) subtend(1),subtends
824,9,isApprovedFor(2) isApprovedForUseIn(1) isApprovedBy(1) wasApprovedFor(1) needNotBeApproached(1) wasApprovedOn(1) wasApprovedBy(1) hasBeenApprovedBy(1),wasApprovedBy
825,5,after(2) formsAfter(1) comesAfter(1) possibleAfter(1),comesAfter
826,5,build(1) built(1) designed(1) objective(1) builds(1),build
827,7,isCatalyzedBy(2) catalyzedBy(2) undergoMethylationBy(1) canMethylateOnly(1) isHydrolyzedInto(1),isCatalyzedBy
828,6,shifts(2) shiftsFrom(1) isShiftedTo(1) shiftedTo(1) driftsTo(1),shiftsFrom
829,8,isConsideredAs(5) isConsideredToBe(2) canBeConsideredAs(1),canBeConsideredAs
830,3,calls(2) throws(1),calls
831,22,canBeSynthesizedFrom(4) isSynthesizedIn(4) isSynthesisedIn(3) isSynthesizedFrom(2) isSynthesizedBy(2) areSynthesizedIn(2) isOxidizedTo(1) canSynthesize(1) isSynthesizedDuring(1) isSynthesizedAndReleasedFrom(1) isTheSiteOfSynthesisOf(1),isSynthesizedIn
832,6,hasPkaRange(4) valuesAreContainedInTheRangeOf(1) valuesAreContainedInTheRange(1),valuesAreContainedInTheRange
833,12,initialTissuePhase(2) polymerizeInto(1) detectedByFlowCytometryHaving(1) causesCellDeathBy(1) raisesIntracellular(1) inLymphNodeIsKnownAs(1) isVisibleWhenEmbryoLengthIs(1) makesEmbryoVisibleWhenMeanSacDiameterIs(1) isAnIntracellular(1) destroysMicroorganismsBy(1) phagocytosedBy(1),raisesIntracellular
834,15,isSeen(4) isSeenOn(4) areSeenOn(3) areSeenAs(1) isSeenAt(1) areSeen(1) areSeenUnder(1),areSeenOn
835,9,isCommonlyUsedFor(3) isLessCommonlyUsedFor(1) isLessUsedDueTo(1) isUsedMoreCommonlyIn(1) doNotRecommendRoutineUseOf(1) isLeastCommonlyPreferredFor(1) isGivenMorePriority(1),isLessCommonlyUsedFor
836,7,received(2) hasReceived(2) receivedBacking(1) delivered(1) receivedIn(1),received
837,4,isSubjectedTo(1) isDesignedToShunt(1) shouldBeSubjectedTo(1) wasSubjectedTo(1),isSubjectedTo
838,8,hasMaximumCapacityOf(1) hasMaximumPunishmentOfImprisonmentUpTo(1) hasHighestIncidenceIn(1) hasGreatestAreaFor(1) isMaximal(1) hasHighest(1) whichGivesMaximumClarityIsChosenFor(1) containsMaximum(1),containsMaximum
839,2,theSubarachnoidSpace(2),theSubarachnoidSpace
840,24,doNotOccur(2) doesNotOccurIn(2) occurEarlierIn(2) neverOccurIn(1) happensIf(1) doesNotAlwaysResultIn(1) shallOccurBy(1) occurAlmostExclusivelyIn(1) mustOccurBefore(1) occursDistalToConstrictionIn(1) tendsToOccurIn(1) mayOccurIf(1) particularlyOccursIn(1) occursInResponseTo(1) mayOccurChronicallyWith(1) isACommonOccurrenceFollowing(1) problemOccursIn(1) occursExclusivelyIn(1) canOccurInExtremeFormsOf(1) canOccurInTheAbsenceOf(1) frequentPresentingSignsInclude(1),neverOccurIn
841,2,clinicalCourse(1) hasClinicalCourse(1),hasClinicalCourse
842,9,areRequiredToDifferentiate(2) proliferateDifferentiateAfterStimulatedBy(1) toDifferentiateBetween(1) isUsedToDifferentiate(1) isGenerallyUsedToDifferentiateIdentify(1) canDedifferentiateAndThenRedifferentiateInto(1) derivationShows(1) doNotDifferentiateBetween(1),isUsedToDifferentiate
843,2,isAnOfficialPublicationOf(2),isAnOfficialPublicationOf
844,3,plays(2) play(1),plays
845,8,isInhibitorOf(3) isDueToInhibitionOf(2) isUnderInhibitoryControlOf(1) isNotAnAntidoteIn(1) isNotAnAntidoteFor(1),isInhibitorOf
846,5,stimulatesSecretionOf(1) stimulateReleaseOfCatecholaminesFrom(1) areCellsThatHaveTheCapacityTo(1) stimulatesPancreaticAcinarCellsToSecrete(1) stimulatesDuctCellsToSecrete(1),stimulatesDuctCellsToSecrete
847,12,isTheSameAs(2) isMostSimilarTo(2) shareSimilarFeaturesWith(1) isIdenticalTo(1) hasSimilarAnatomicalResemblanceTo(1) areSimilarTo(1) worksInAMannerSimilarTo(1) isSimilarTo(1) isAnalogousTo(1) areInRatiosSimilarTo(1),isSimilarTo
848,8,open(2) areOpen(1) isOpen(1) isClosed(1) opensFor(1) encloses(1) isOpenedIn(1),isOpen
849,4,increasesGlucoseLevelBy(2) glycoproteinsFoundIn(1) willBeUnableToIncreaseGlucoseAsGlycogenolysisAndGluconeogenesisCannotOccurIn(1),willBeUnableToIncreaseGlucoseAsGlycogenolysisAndGluconeogenesisCannotOccurIn
850,3,canRide(2) appliedBrake(1),canRide
851,13,isAManifestationOf(5) isTheCommonestManifestationOf(2) isTheEarliestManifestationOf(1) isManifestBy(1) isAGraphicPresentationOf(1) isNotAManifestationOf(1) isACommonManifestationOf(1) isOftenTheFirstManifestationOf(1),isNotAManifestationOf
852,3,mustPresent(2) mustHave(1),mustHave
853,11,isNotUsedIn(8) isNotNeededIn(1) isNotedIn(1) areNotUsedIn(1),isNotUsedIn
854,8,canResultIn(5) canResultFrom(1) willNotResultIn(1) isTheResultOf(1),canResultIn
855,31,isDoneFor(13) isDoneTo(5) isDoneForDiagnosisOf(4) isDoneAs(1) isDoneWhen(1) isDoneFrom(1) isDoneForDetermining(1) isDoneWithout(1) isDoneToSeeWhether(1) toBeDone(1) isDoneToPrevent(1) areDoneWhen(1),isDoneForDetermining
856,4,find(2) canFind(1) findsDifficult(1),find
857,6,isCutBy(2) willCutGlycogen(1) cuts(1) willCut(1) cutsAt(1),cutsAt
